Model,Year of Production,Number of Engines,Engine Type,Capacity,Range in km,Fuel consumption in (L/hour),Maintenance cost per hour,Age,Sales Region,Price in USD
Airbus A320,2022,2,Turbofan,180,6300,8.29,4859.67,3,Asia,189291287.74
Airbus A320,2012,2,Turbofan,180,6300,7.27,3269.43,13,Africa,120835791.42
Boeing 777,2015,2,Turbofan,396,15600,10.92,1693.53,10,South America,644830555.56
Bombardier CRJ200,2023,2,Turbofan,50,3000,5.48,4769.56,2,Australia,22298023.35
Airbus A320,2010,2,Turbofan,180,6300,14.02,3712.81,15,South America,116880021.08
Boeing 737,2018,2,Turbofan,162,5700,2.13,3301.59,7,Asia,113771801.41
Bombardier CRJ200,2004,2,Turbofan,50,3000,6.99,4777.27,21,Africa,12870432.1
Cessna 172,2021,1,Piston,4,1285,38.59,2409.67,4,South America,345378.61
Boeing 777,2018,2,Turbofan,396,15600,4.83,2348.67,7,Asia,774102008.25
Airbus A320,2020,2,Turbofan,180,6300,3.7,4847.1,5,Africa,143523174.28
Bombardier CRJ200,2013,2,Turbofan,50,3000,3.04,1405.29,12,North America,18791155.08
Cessna 172,2013,1,Piston,4,1285,46.61,3971.63,12,Australia,356830.25
Airbus A320,2019,2,Turbofan,180,6300,12.18,735.5,6,Europe,156350776.55
Airbus A320,2021,2,Turbofan,180,6300,11.45,4303.98,4,Asia,151208521.96
Airbus A350,2002,2,Turbofan,350,14800,4.43,4066.43,23,Australia,403424081.24
Airbus A350,2005,2,Turbofan,350,14800,14.98,799.97,20,South America,525836284.9
Airbus A320,2013,2,Turbofan,180,6300,13.72,2995.79,12,Asia,120268732.74
Cessna 172,1998,1,Piston,4,1285,45.53,3511.92,27,Australia,209184.09
Cessna 172,2017,1,Piston,4,1285,34.28,2569.74,8,North America,395601.02
Boeing 777,1997,2,Turbofan,396,15600,5.49,4852.98,28,Europe,376540783.92
Airbus A350,2016,2,Turbofan,350,14800,7.75,1149.96,9,Asia,827259656.28
Boeing 737,2012,2,Turbofan,162,5700,2.69,2148.29,13,North America,91412791.51
Boeing 777,2014,2,Turbofan,396,15600,6.63,1196.79,11,South America,687873642.88
Boeing 777,2008,2,Turbofan,396,15600,7.46,2239.08,17,Africa,656883082.8
Cessna 172,2010,1,Piston,4,1285,10.23,3029.5,15,Europe,323193.79
Boeing 777,2009,2,Turbofan,396,15600,5.52,4640.17,16,Australia,546963772.68
Airbus A350,2017,2,Turbofan,350,14800,9.4,2167.21,8,Asia,631101285.65
Boeing 737,2004,2,Turbofan,162,5700,2.64,2618.15,21,Australia,83065400.16
Airbus A320,2023,2,Turbofan,180,6300,5.92,2542.81,2,Australia,147454984.27
Airbus A320,2000,2,Turbofan,180,6300,13.11,2228.09,25,Africa,77466368.38
Boeing 777,2013,2,Turbofan,396,15600,5.28,1028.76,12,South America,695013999.61
Boeing 737,1996,2,Turbofan,162,5700,9.56,4643.4,29,Europe,78574013.58
Bombardier CRJ200,2001,2,Turbofan,50,3000,3.52,2854.79,24,Asia,13668936.59
Boeing 777,2002,2,Turbofan,396,15600,11.93,4412.94,23,Europe,474612838.86
Cessna 172,1997,1,Piston,4,1285,24.85,1398.51,28,Europe,202866.55
Bombardier CRJ200,2023,2,Turbofan,50,3000,11.43,2757.65,2,Europe,23606979.87
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.23,4182.62,30,North America,12799757.16
Airbus A320,2019,2,Turbofan,180,6300,3.8,2354.08,6,North America,148622413.17
Boeing 737,2023,2,Turbofan,162,5700,9.64,4580.9,2,Australia,125624938.67
Airbus A350,2019,2,Turbofan,350,14800,12.32,3903.6,6,Asia,627350471.43
Boeing 777,2019,2,Turbofan,396,15600,13.65,4543.69,6,North America,617515816.39
Airbus A350,2016,2,Turbofan,350,14800,13.17,3585.71,9,North America,578537168.74
Boeing 777,2005,2,Turbofan,396,15600,6.17,1630.36,20,Europe,487912225.85
Cessna 172,2007,1,Piston,4,1285,39.86,2060.23,18,Africa,298551.39
Boeing 777,2005,2,Turbofan,396,15600,3.69,1183.91,20,Australia,564481112.17
Airbus A320,2009,2,Turbofan,180,6300,2.82,1608.57,16,Asia,106657081.15
Bombardier CRJ200,2013,2,Turbofan,50,3000,13.16,1092.69,12,Africa,16739113.84
Boeing 777,2019,2,Turbofan,396,15600,6.57,2176.96,6,North America,674789652.35
Airbus A320,2015,2,Turbofan,180,6300,4.83,4055.59,10,North America,132685759.88
Airbus A320,1997,2,Turbofan,180,6300,12.44,3546.67,28,Africa,91045807.54
Cessna 172,2001,1,Piston,4,1285,24.22,3478.37,24,North America,249298.19
Airbus A320,2011,2,Turbofan,180,6300,5.83,4139.86,14,Africa,137853002.93
Airbus A320,2006,2,Turbofan,180,6300,5.94,2205.3,19,Australia,108160134.81
Boeing 777,2003,2,Turbofan,396,15600,12.63,2567.06,22,Africa,480893389.16
Boeing 777,2008,2,Turbofan,396,15600,13.74,3476.6,17,Europe,598850282.58
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.69,902.03,28,Europe,11158542.88
Cessna 172,2007,1,Piston,4,1285,13.02,3975.2,18,Africa,262188.38
Airbus A320,2010,2,Turbofan,180,6300,3.17,2018.12,15,Asia,118159887.88
Airbus A320,2006,2,Turbofan,180,6300,12.49,4826.95,19,Africa,87817011.1
Airbus A320,2020,2,Turbofan,180,6300,6.48,4700.55,5,South America,144069464.14
Cessna 172,2000,1,Piston,4,1285,32.53,1224.43,25,Africa,255820.54
Boeing 777,1996,2,Turbofan,396,15600,14.93,2646.99,29,South America,405942045.1
Airbus A320,1996,2,Turbofan,180,6300,7.84,506.43,29,Africa,80368224.64
Bombardier CRJ200,2001,2,Turbofan,50,3000,4.08,1762.05,24,North America,12830848.87
Boeing 777,2003,2,Turbofan,396,15600,13.77,4067.78,22,South America,438856322.34
Cessna 172,1996,1,Piston,4,1285,19.29,4887.89,29,North America,206281.98
Boeing 737,2006,2,Turbofan,162,5700,13.31,1007.78,19,Asia,90223603.39
Boeing 777,2023,2,Turbofan,396,15600,4.14,3362.48,2,South America,659832869.97
Airbus A320,2016,2,Turbofan,180,6300,7.89,3815.58,9,South America,127214911.32
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.71,4951.76,4,South America,22546898.34
Airbus A320,1998,2,Turbofan,180,6300,6.11,2764.1,27,North America,61111719.04
Boeing 777,2023,2,Turbofan,396,15600,13.37,3781.58,2,South America,808486131.34
Airbus A350,2008,2,Turbofan,350,14800,5.95,4216.5,17,Asia,581825079.56
Airbus A350,2019,2,Turbofan,350,14800,6.12,2293.15,6,North America,561268755.74
Airbus A350,2020,2,Turbofan,350,14800,6.07,4827.25,5,Europe,680717085.21
Airbus A320,2020,2,Turbofan,180,6300,8.85,941.2,5,North America,144515800.36
Airbus A350,2020,2,Turbofan,350,14800,12.4,2449.63,5,South America,595140488.71
Cessna 172,2005,1,Piston,4,1285,27.05,3827.64,20,Asia,239557.65
Airbus A320,2000,2,Turbofan,180,6300,12.34,557.7,25,North America,75352436.3
Bombardier CRJ200,1998,2,Turbofan,50,3000,14.12,1560.05,27,Australia,11993045.31
Boeing 777,2018,2,Turbofan,396,15600,11.23,4367.76,7,Australia,899709112.07
Airbus A350,1997,2,Turbofan,350,14800,14.56,4888.6,28,Africa,288566418.17
Boeing 777,2017,2,Turbofan,396,15600,12.54,1468.71,8,South America,658708264.89
Airbus A350,2006,2,Turbofan,350,14800,7.27,3542.42,19,Europe,460998596.57
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.03,4568.51,30,Australia,12103009.14
Airbus A320,2005,2,Turbofan,180,6300,2.93,3195.55,20,Asia,78456460.45
Airbus A350,2013,2,Turbofan,350,14800,5.58,3325.81,12,Asia,609981164.62
Boeing 737,1996,2,Turbofan,162,5700,13.82,823.58,29,South America,68111667.31
Airbus A350,1999,2,Turbofan,350,14800,4.34,2267.78,26,Europe,399270371.38
Airbus A320,1998,2,Turbofan,180,6300,14.45,3101.32,27,Africa,71688110.34
Boeing 737,2022,2,Turbofan,162,5700,5.45,3959.44,3,North America,117868767.3
Boeing 777,2010,2,Turbofan,396,15600,4.68,3952.55,15,Africa,565915335.93
Cessna 172,1997,1,Piston,4,1285,47.27,4744.38,28,South America,171474.79
Cessna 172,2009,1,Piston,4,1285,25.34,4685.02,16,Australia,337392.33
Bombardier CRJ200,2020,2,Turbofan,50,3000,2.05,4130.19,5,South America,22655373.82
Airbus A350,2013,2,Turbofan,350,14800,7.48,1940.27,12,Australia,554837976.9
Bombardier CRJ200,2014,2,Turbofan,50,3000,10.36,670.03,11,North America,18580734.59
Boeing 777,2010,2,Turbofan,396,15600,2.68,1681.3,15,South America,628898907.32
Boeing 777,2003,2,Turbofan,396,15600,14.71,2372.32,22,Africa,448378373.67
Airbus A320,2002,2,Turbofan,180,6300,2.63,4704.85,23,North America,106970994.85
Airbus A350,2014,2,Turbofan,350,14800,9.36,1446.24,11,Asia,583619806.04
Bombardier CRJ200,2011,2,Turbofan,50,3000,10.44,2313.67,14,Africa,18557520.87
Boeing 777,2018,2,Turbofan,396,15600,3.67,2422.01,7,Europe,695785304.41
Boeing 737,2015,2,Turbofan,162,5700,8.18,4764.31,10,North America,118235038.87
Airbus A320,2006,2,Turbofan,180,6300,6.03,2740.77,19,South America,95698291.46
Airbus A350,2005,2,Turbofan,350,14800,13.27,4153.85,20,Europe,460997012.46
Airbus A320,2021,2,Turbofan,180,6300,11.92,3048.45,4,Africa,152329762.67
Boeing 737,2007,2,Turbofan,162,5700,2.09,2510.47,18,Australia,100431147.23
Airbus A320,2013,2,Turbofan,180,6300,6.68,4187.29,12,South America,149949282.1
Bombardier CRJ200,2023,2,Turbofan,50,3000,14.43,3661.83,2,North America,25238230.51
Boeing 777,2021,2,Turbofan,396,15600,7.2,2891.03,4,Australia,773596798.27
Cessna 172,1997,1,Piston,4,1285,15.06,1841.68,28,Africa,222855.13
Airbus A320,1998,2,Turbofan,180,6300,9.82,1395.18,27,Asia,94680753.31
Bombardier CRJ200,2009,2,Turbofan,50,3000,7.37,773.07,16,South America,13572407.76
Airbus A350,1997,2,Turbofan,350,14800,12.76,3869.02,28,Australia,431867442.23
Cessna 172,2011,1,Piston,4,1285,11.55,3970.59,14,Europe,330198.87
Boeing 737,2014,2,Turbofan,162,5700,5.94,4291.41,11,Asia,93133487.02
Airbus A350,1999,2,Turbofan,350,14800,11.97,4240.61,26,Africa,339212172.84
Boeing 777,2009,2,Turbofan,396,15600,2.0,2900.99,16,Australia,486474552.16
Boeing 737,2001,2,Turbofan,162,5700,4.71,1585.6,24,Asia,76429812.7
Boeing 777,2004,2,Turbofan,396,15600,12.62,2978.11,21,Asia,485091513.39
Boeing 737,1995,2,Turbofan,162,5700,14.8,680.31,30,Africa,79330370.79
Airbus A350,1995,2,Turbofan,350,14800,3.98,2225.67,30,Australia,326431051.45
Airbus A350,2023,2,Turbofan,350,14800,7.13,4027.87,2,North America,672197743.96
Cessna 172,2013,1,Piston,4,1285,31.09,4452.14,12,Asia,292311.79
Boeing 777,2010,2,Turbofan,396,15600,8.29,4684.42,15,Australia,526898581.5
Boeing 737,2022,2,Turbofan,162,5700,13.84,4548.26,3,Europe,124772756.39
Boeing 737,1995,2,Turbofan,162,5700,12.12,3546.92,30,Australia,67838913.57
Airbus A350,2000,2,Turbofan,350,14800,9.81,1089.57,25,Asia,401989789.98
Airbus A320,1997,2,Turbofan,180,6300,4.38,1196.79,28,South America,74183508.3
Boeing 737,2005,2,Turbofan,162,5700,7.62,2142.71,20,Europe,75801225.71
Bombardier CRJ200,2010,2,Turbofan,50,3000,10.29,3082.89,15,Australia,20808173.03
Boeing 737,1995,2,Turbofan,162,5700,8.29,2447.45,30,Europe,70986971.56
Cessna 172,2001,1,Piston,4,1285,46.93,909.21,24,Australia,221302.21
Cessna 172,2021,1,Piston,4,1285,19.79,626.86,4,North America,406056.45
Bombardier CRJ200,2004,2,Turbofan,50,3000,4.49,2336.18,21,North America,15303279.73
Boeing 737,2011,2,Turbofan,162,5700,3.59,4583.58,14,Australia,113498339.66
Airbus A350,2015,2,Turbofan,350,14800,13.43,2903.16,10,North America,593529770.5
Cessna 172,2011,1,Piston,4,1285,21.13,817.07,14,Europe,241880.17
Boeing 777,2000,2,Turbofan,396,15600,4.11,3520.87,25,Australia,352982140.17
Airbus A350,1997,2,Turbofan,350,14800,11.6,2688.99,28,South America,384521447.16
Boeing 777,1996,2,Turbofan,396,15600,11.36,4701.17,29,South America,431964559.21
Boeing 777,2009,2,Turbofan,396,15600,4.85,3892.16,16,Asia,691869575.66
Bombardier CRJ200,2012,2,Turbofan,50,3000,3.35,3964.88,13,Africa,16938396.74
Cessna 172,2003,1,Piston,4,1285,28.47,2832.46,22,South America,242092.58
Airbus A320,2000,2,Turbofan,180,6300,9.55,1914.95,25,Australia,79487880.45
Boeing 737,2022,2,Turbofan,162,5700,11.09,3331.49,3,South America,143886280.44
Bombardier CRJ200,2011,2,Turbofan,50,3000,5.14,1680.87,14,South America,20424771.3
Airbus A320,2019,2,Turbofan,180,6300,13.53,2673.56,6,North America,164059252.76
Boeing 777,2006,2,Turbofan,396,15600,8.19,935.68,19,Australia,489565248.42
Cessna 172,2022,1,Piston,4,1285,26.38,1551.31,3,Asia,356925.1
Boeing 737,2016,2,Turbofan,162,5700,9.04,4157.3,9,Australia,109370190.55
Airbus A350,2022,2,Turbofan,350,14800,11.96,1089.86,3,Africa,660328579.42
Cessna 172,2019,1,Piston,4,1285,14.5,2832.8,6,Australia,379769.78
Cessna 172,1996,1,Piston,4,1285,17.34,4702.94,29,Asia,201644.45
Airbus A320,2021,2,Turbofan,180,6300,9.95,1163.54,4,Africa,124176745.51
Boeing 737,2009,2,Turbofan,162,5700,11.29,3045.86,16,Australia,87727637.75
Boeing 737,2003,2,Turbofan,162,5700,14.64,4527.88,22,South America,70477092.99
Bombardier CRJ200,2006,2,Turbofan,50,3000,3.43,4366.96,19,North America,15771691.97
Boeing 777,2013,2,Turbofan,396,15600,9.07,707.31,12,Asia,614296946.09
Airbus A320,2014,2,Turbofan,180,6300,13.22,3508.46,11,Africa,133582612.18
Bombardier CRJ200,1995,2,Turbofan,50,3000,13.75,1693.78,30,South America,12746299.3
Bombardier CRJ200,2015,2,Turbofan,50,3000,7.78,3741.68,10,Africa,18729926.96
Cessna 172,2002,1,Piston,4,1285,13.17,4126.51,23,Australia,236788.95
Airbus A350,2022,2,Turbofan,350,14800,6.61,2681.86,3,Africa,641091035.74
Cessna 172,2005,1,Piston,4,1285,45.0,2435.79,20,South America,274715.12
Boeing 777,2022,2,Turbofan,396,15600,3.23,1856.55,3,Europe,824404449.05
Cessna 172,2018,1,Piston,4,1285,12.14,3066.41,7,Africa,438977.9
Boeing 777,2000,2,Turbofan,396,15600,10.09,1132.25,25,South America,430263951.16
Boeing 777,2003,2,Turbofan,396,15600,5.69,2951.97,22,Africa,407170105.83
Bombardier CRJ200,2007,2,Turbofan,50,3000,12.95,4767.91,18,Australia,15791600.9
Boeing 777,2018,2,Turbofan,396,15600,8.41,977.59,7,Europe,730121545.13
Cessna 172,2014,1,Piston,4,1285,49.13,1223.21,11,Europe,348884.27
Airbus A350,2015,2,Turbofan,350,14800,10.31,2138.54,10,Australia,548362254.38
Boeing 777,2003,2,Turbofan,396,15600,7.59,1080.66,22,Africa,504311580.77
Airbus A350,2005,2,Turbofan,350,14800,13.88,682.64,20,Asia,460770256.88
Airbus A320,1999,2,Turbofan,180,6300,14.86,798.82,26,Asia,82368978.33
Boeing 777,2015,2,Turbofan,396,15600,4.52,806.05,10,South America,656965434.75
Cessna 172,2016,1,Piston,4,1285,39.53,1465.54,9,South America,378887.82
Airbus A350,2002,2,Turbofan,350,14800,8.74,4739.83,23,Europe,378655309.01
Airbus A320,1996,2,Turbofan,180,6300,5.49,724.01,29,North America,72997114.62
Cessna 172,1995,1,Piston,4,1285,31.34,3444.06,30,Europe,210750.56
Boeing 777,1999,2,Turbofan,396,15600,8.36,3622.39,26,Asia,437926566.55
Cessna 172,2005,1,Piston,4,1285,20.71,2806.59,20,South America,229073.02
Boeing 777,2010,2,Turbofan,396,15600,2.55,1981.95,15,Europe,770729590.41
Airbus A350,2016,2,Turbofan,350,14800,11.89,1257.98,9,Asia,623851247.43
Cessna 172,2021,1,Piston,4,1285,47.83,4932.18,4,North America,422420.28
Boeing 737,2016,2,Turbofan,162,5700,7.9,3670.22,9,Africa,106550389.12
Boeing 777,2007,2,Turbofan,396,15600,9.53,2719.61,18,Africa,521189762.33
Bombardier CRJ200,2018,2,Turbofan,50,3000,9.85,947.73,7,Asia,24869061.81
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.02,1044.32,5,Africa,17172597.48
Boeing 737,1999,2,Turbofan,162,5700,3.16,3149.65,26,South America,70513462.14
Boeing 737,2000,2,Turbofan,162,5700,4.27,2439.42,25,South America,68767601.61
Boeing 737,2023,2,Turbofan,162,5700,2.32,3424.39,2,Australia,105667175.7
Airbus A350,2008,2,Turbofan,350,14800,8.98,4146.17,17,South America,508918367.53
Cessna 172,2012,1,Piston,4,1285,45.8,1231.24,13,Asia,329386.37
Airbus A320,2007,2,Turbofan,180,6300,5.25,3587.11,18,North America,108534951.63
Airbus A350,1996,2,Turbofan,350,14800,12.73,1643.66,29,Asia,481303595.54
Airbus A350,2012,2,Turbofan,350,14800,4.36,1871.42,13,Africa,523060231.54
Airbus A350,2015,2,Turbofan,350,14800,7.41,2256.69,10,Europe,564281826.48
Airbus A350,2005,2,Turbofan,350,14800,6.78,2611.3,20,Australia,462221448.13
Cessna 172,2013,1,Piston,4,1285,28.4,1788.01,12,Europe,322545.33
Airbus A350,2000,2,Turbofan,350,14800,4.96,1448.18,25,Australia,375825958.03
Bombardier CRJ200,2006,2,Turbofan,50,3000,10.38,1103.91,19,Africa,17964951.02
Boeing 777,2002,2,Turbofan,396,15600,5.33,3008.41,23,Europe,415993869.33
Boeing 777,2002,2,Turbofan,396,15600,3.51,3428.73,23,South America,350338039.7
Airbus A320,2002,2,Turbofan,180,6300,14.99,4421.0,23,South America,77456711.04
Airbus A350,2019,2,Turbofan,350,14800,5.34,1513.43,6,Europe,799623002.68
Airbus A320,2023,2,Turbofan,180,6300,6.99,2180.5,2,North America,167935029.45
Boeing 737,2001,2,Turbofan,162,5700,2.17,3503.37,24,Australia,53147828.94
Boeing 737,1999,2,Turbofan,162,5700,7.81,4421.98,26,Africa,60099558.83
Airbus A320,2014,2,Turbofan,180,6300,10.82,2316.41,11,Europe,135011090.77
Airbus A320,2014,2,Turbofan,180,6300,12.5,3196.75,11,South America,127397582.15
Boeing 777,2015,2,Turbofan,396,15600,7.16,992.1,10,Africa,721227044.18
Bombardier CRJ200,2022,2,Turbofan,50,3000,13.05,826.59,3,Asia,25195628.86
Airbus A350,2017,2,Turbofan,350,14800,12.83,2942.95,8,Australia,583259160.84
Airbus A320,2019,2,Turbofan,180,6300,14.1,3230.1,6,North America,161211944.6
Boeing 737,2009,2,Turbofan,162,5700,5.11,1783.6,16,Australia,95067207.77
Bombardier CRJ200,1997,2,Turbofan,50,3000,11.47,3021.57,28,Australia,9280791.79
Bombardier CRJ200,2003,2,Turbofan,50,3000,9.96,2096.81,22,Asia,16293374.92
Boeing 737,1998,2,Turbofan,162,5700,5.37,3382.17,27,Australia,77620755.72
Airbus A350,2018,2,Turbofan,350,14800,6.56,4050.68,7,South America,558468266.77
Cessna 172,2009,1,Piston,4,1285,49.57,3159.12,16,South America,285678.9
Airbus A320,2013,2,Turbofan,180,6300,7.32,4755.53,12,North America,119789914.15
Boeing 777,2011,2,Turbofan,396,15600,7.84,3337.65,14,Africa,728439765.43
Boeing 777,2023,2,Turbofan,396,15600,10.63,3809.84,2,North America,805172794.94
Boeing 777,2020,2,Turbofan,396,15600,11.37,1010.24,5,North America,820381786.19
Airbus A320,2012,2,Turbofan,180,6300,2.72,4639.42,13,North America,122252161.54
Boeing 737,2020,2,Turbofan,162,5700,2.49,4192.89,5,North America,127486860.53
Boeing 777,2005,2,Turbofan,396,15600,11.17,4624.89,20,Australia,540612552.48
Airbus A350,2013,2,Turbofan,350,14800,11.5,2378.52,12,Australia,619112509.29
Cessna 172,2020,1,Piston,4,1285,12.97,2848.38,5,Australia,419232.76
Airbus A320,2006,2,Turbofan,180,6300,13.63,3762.11,19,Europe,99361068.68
Boeing 777,2018,2,Turbofan,396,15600,13.75,3111.03,7,North America,752772625.72
Airbus A350,2014,2,Turbofan,350,14800,10.71,1940.82,11,Europe,639172068.79
Airbus A320,2021,2,Turbofan,180,6300,4.75,2014.03,4,Europe,132845627.35
Cessna 172,2014,1,Piston,4,1285,17.15,1909.32,11,Australia,342964.96
Bombardier CRJ200,2013,2,Turbofan,50,3000,11.68,1942.41,12,Europe,19206552.13
Boeing 737,2015,2,Turbofan,162,5700,7.73,4503.59,10,South America,108684172.49
Boeing 737,2000,2,Turbofan,162,5700,2.57,3503.08,25,Africa,75880298.51
Airbus A350,1999,2,Turbofan,350,14800,2.31,753.5,26,Africa,328874782.37
Bombardier CRJ200,2020,2,Turbofan,50,3000,6.32,2525.11,5,Australia,18991831.49
Boeing 737,2019,2,Turbofan,162,5700,3.92,825.03,6,South America,96974385.11
Boeing 777,2018,2,Turbofan,396,15600,12.56,829.61,7,South America,774344997.56
Boeing 737,2002,2,Turbofan,162,5700,8.5,4000.45,23,Asia,70547741.06
Bombardier CRJ200,2010,2,Turbofan,50,3000,5.61,2108.81,15,Europe,20332160.05
Cessna 172,2018,1,Piston,4,1285,23.69,4419.35,7,Africa,423899.5
Bombardier CRJ200,2021,2,Turbofan,50,3000,9.3,3963.98,4,North America,23356743.04
Airbus A320,2004,2,Turbofan,180,6300,9.51,2829.33,21,Africa,107133260.12
Cessna 172,2011,1,Piston,4,1285,37.58,2364.93,14,Australia,283301.89
Boeing 777,2009,2,Turbofan,396,15600,11.76,4985.07,16,Europe,521251637.03
Airbus A350,2005,2,Turbofan,350,14800,6.62,3401.24,20,Asia,550367867.15
Cessna 172,2004,1,Piston,4,1285,43.63,2918.21,21,Australia,273475.15
Boeing 777,2005,2,Turbofan,396,15600,6.77,650.42,20,South America,493107520.17
Bombardier CRJ200,2016,2,Turbofan,50,3000,14.4,825.69,9,South America,17554370.95
Cessna 172,2013,1,Piston,4,1285,46.89,1504.65,12,Australia,350957.7
Boeing 737,2008,2,Turbofan,162,5700,11.73,524.07,17,Africa,87398096.5
Boeing 737,1995,2,Turbofan,162,5700,9.05,4701.56,30,South America,57931157.99
Cessna 172,2005,1,Piston,4,1285,15.65,2873.55,20,Australia,279912.4
Boeing 737,2015,2,Turbofan,162,5700,4.71,4615.77,10,Africa,98956881.46
Cessna 172,2020,1,Piston,4,1285,13.15,3493.73,5,Asia,356222.46
Airbus A320,1998,2,Turbofan,180,6300,5.92,3811.79,27,Africa,81102881.98
Airbus A350,1999,2,Turbofan,350,14800,9.79,2585.26,26,North America,407894177.77
Boeing 777,2019,2,Turbofan,396,15600,10.95,1212.27,6,Asia,716406741.87
Bombardier CRJ200,2013,2,Turbofan,50,3000,11.73,1612.43,12,Europe,17328059.17
Airbus A350,2021,2,Turbofan,350,14800,13.46,1679.16,4,Africa,706664649.06
Boeing 737,2012,2,Turbofan,162,5700,3.14,3262.31,13,Asia,100459912.68
Airbus A320,2017,2,Turbofan,180,6300,11.27,2261.92,8,Australia,154076126.84
Airbus A350,2000,2,Turbofan,350,14800,11.35,963.26,25,Africa,477238695.53
Boeing 737,1996,2,Turbofan,162,5700,8.74,4537.84,29,North America,59835007.21
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.4,2549.76,4,Australia,23145587.8
Boeing 737,2008,2,Turbofan,162,5700,9.56,609.76,17,Australia,75715972.22
Bombardier CRJ200,2004,2,Turbofan,50,3000,2.01,3772.09,21,Australia,13815542.62
Cessna 172,2019,1,Piston,4,1285,14.92,670.19,6,Europe,358972.64
Airbus A350,2015,2,Turbofan,350,14800,6.1,4938.57,10,Africa,670814335.8
Cessna 172,2022,1,Piston,4,1285,12.26,1503.91,3,Europe,412214.32
Boeing 777,1999,2,Turbofan,396,15600,6.95,2094.91,26,Australia,449520173.71
Airbus A350,1998,2,Turbofan,350,14800,11.46,2353.34,27,Australia,414609712.62
Airbus A350,2011,2,Turbofan,350,14800,7.92,1212.29,14,South America,655981781.48
Boeing 737,2018,2,Turbofan,162,5700,13.3,2223.81,7,Africa,124241992.41
Bombardier CRJ200,2010,2,Turbofan,50,3000,9.99,4193.31,15,Africa,16532819.88
Airbus A350,2008,2,Turbofan,350,14800,8.42,4244.73,17,Asia,577693724.53
Cessna 172,2018,1,Piston,4,1285,21.83,4056.17,7,Asia,343258.17
Airbus A320,2015,2,Turbofan,180,6300,7.47,2730.44,10,North America,112809874.94
Cessna 172,2020,1,Piston,4,1285,17.87,1113.67,5,South America,382612.67
Boeing 737,2022,2,Turbofan,162,5700,7.03,3442.0,3,South America,147608751.55
Cessna 172,1999,1,Piston,4,1285,11.79,3412.5,26,North America,220843.2
Bombardier CRJ200,1998,2,Turbofan,50,3000,7.2,1924.71,27,South America,10499708.25
